Garder/Exclure,Nb de hits (à fin févr. 2026),disaron:nom_old,disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:collection,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:date_modification,disaron:donnees,trouvé Estelle ?,lost,collection,themes,themes_codes,theme_principal,OrdreEstelle,THEME Agreste2.0,Collection Agreste 2.0,Sous-Collection Agreste 2.0,Fichiers manquants
Garder,226,Dos4,Dos4,Rapports présentés à la Commission des comptes de la Nation - Session du 16 décembre 2008,Les comptes prévisionnels de l'agriculture française pour 2008,Le compte prévisionnel de l'agriculture française pour 2008. Résultats économiques des exploitations en 2007.,,NATIONAL,DOSSIERS,,COMPTES|RESECO|AIDE,2008,UNION EUROPÉENNE| PRIX,FRANCE,2009/01/01 00:00,2020/03/13 14:35,0.3,4,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos4/detail/,,,,2009/01/01 00:00,"[{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos4_concours.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos4_rica2007.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos4_compterendu.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos4_comptesocial.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos4_categ-expl.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos4.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos4_compteprevision.pdf\""}]",,0,,"Résultats économiques des exploitations|Aides, PAC, Politiques publiques",RESECOMPTE|AIDPOLITIQ,Résultats économiques des exploitations,1094,Les Dossiers,Les Dossiers,,
Garder,103,Dos40,Dos40,Rapports présentés à la Commission des comptes de l’agriculture de la Nation - Session du 6 juillet 2017,,,"[{nom_auteur=(SSP), prenom_auteur=Service de la statistique et de la prospective, Structure=INSEE}]",NATIONAL,DOSSIERS,,COMPTES,2016,,FRANCE,2017/09/18 00:00,2025/12/29 10:32,0.4,40,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos40/detail/,,,,2017/09/18 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-01-09T00:00:00.000Z\""\,\""Fichier\"":\""dossier40_integral_1610.pdf\""}]",,0,,Résultats économiques des exploitations,RESECOMPTE,Résultats économiques des exploitations,1056,Les Dossiers,Les Dossiers,,
Garder,93,Dos41,Dos41,Rapports présentés à la Commission des comptes de l’agriculture de la Nation - Session du 14 décembre 2017,,Le compte prévisionnel de l'agriculture française pour 2017. Résultats économiques des exploitations en 2016.,"[{nom_auteur=(SSP), prenom_auteur=Service de la statistique et de la prospective, Structure=INSEE}]",NATIONAL,DOSSIERS,,COMPTES|RESECO|AIDE,2017|2016,,FRANCE,2018/01/17 00:00,2020/01/09 16:47,0.3,42,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos41/detail/,,,,2018/01/17 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-01-09T00:00:00.000Z\""\,\""Fichier\"":\""dossier41_integral.pdf\""}]",,0,,"Résultats économiques des exploitations|Aides, PAC, Politiques publiques",RESECOMPTE|AIDPOLITIQ,Résultats économiques des exploitations,1095,Les Dossiers,Les Dossiers,,
Garder,180,Dos42,Dos42,L’innovation dans les entreprises agroalimentaires,,"Entre les périodes 2010- 2012 et 2012-2014, le taux d’innovation dans les industries agroalimentaires françaises a augmenté sensiblement, de 61 % à 69 %, porté par les innovations technologiques.","[{nom_auteur=Daussin, prenom_auteur=Jeanne-Marie, Structure=Service de la statistique et de la prospective (SSP). Bureau des statistiques des industries agricoles et alimentaires}]",NATIONAL,DOSSIERS,,COMPTES,2014|2013|2012|2011|2010,INNOVATION,FRANCE,2018/05/02 00:00,2025/12/29 10:24,0.2,42,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos42/detail/,,,,2018/05/02 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-01-09T00:00:00.000Z\""\,\""Fichier\"":\""dossier42_integral.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2020-01-09T00:00:00.000Z\""\,\""Fichier\"":\""fichierassociedossier42140518.ods\""}]",,0,,Résultats économiques des exploitations,RESECOMPTE,Résultats économiques des exploitations,1057,Les Dossiers,Les Dossiers,,
Garder,6409,Dos43,Dos43,Apports de produits phytopharmaceutiques en arboriculture : nombre de traitements et indicateur de fréquence de traitements – Campagnes agricoles 2015 et 2012,,"Les enquêtes sur les pratiques culturales en arboriculture font partie d’un ensemble d’enquêtes sur les pratiques agricoles. Un de leurs objectifs principaux est le suivi de l’utilisation des pesticides. En effet, leur usage constitue un enjeu majeur de développement durable en raison de leur impact en termes de risques environnementaux et sanitaires.","[{nom_auteur=Cretin, prenom_auteur=Laurette, Structure=Service de la statistique et de la prospective (SSP). Bureau des statistiques végétales et animales}]",NATIONAL,DOSSIERS,,PROT,2015|2012,TRAITEMENT PHYTOSANITAIRE,FRANCE,2018/08/03 14:00,2020/01/09 16:47,0.4,43,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos43/detail/,,,,2018/08/03 14:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-12-23T14:47:13.181Z\""\,\""Fichier\"":\""Dossiers_43.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2020-01-09T00:00:00.000Z\""\,\""Fichier\"":\""TableauxAssociesDossier43v2.ods\""}]",,0,,Pratiques culturales,PRACULT,Pratiques culturales,2706,Les Dossiers,Les Dossiers,,
Garder,179,Dos44,Dos44,Rapports présentés à la Commission des comptes de l’agriculture de la Nation - Session du 5 juillet 2018,,,"[{nom_auteur=(SSP), prenom_auteur=Service de la statistique et de la prospective, Structure=INSEE}]",NATIONAL,DOSSIERS,,COMPTES|RESECO|AIDE,2017,,FRANCE,2018/08/20 00:00,2020/01/09 16:47,0.3,2019-1,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos44/detail/,,,,2018/08/20 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-01-09T00:00:00.000Z\""\,\""Fichier\"":\""dossier44_integral.pdf\""}]",,0,,"Résultats économiques des exploitations|Aides, PAC, Politiques publiques",RESECOMPTE|AIDPOLITIQ,Résultats économiques des exploitations,1096,Les Dossiers,Les Dossiers,,
Garder,81,Dos5,Dos5,Situation financière et disparité des résultats économiques des exploitations,,"En 2007, les exploitations couvertes par le Réseau d’information comptable agricole (RICA) enregistrent une hausse de 22,0% en valeur réelle du résultat courant avant impôts. La hausse exceptionnelle du prix du blé et du maïs y est pour beaucoup, gonflant le revenu des céréaliers et affectant négativement les filières animales par le biais des charges en alimentation du bétail. La filière porcine se retrouve dans une situation particulièrement difficile.",,NATIONAL,DOSSIERS,,RESECO,2007,,FRANCE,2009/07/01 00:00,,0.1,5,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos5/detail/,,,,2009/07/01 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos5.pdf\""}]",,0,,Résultats économiques des exploitations,RESECOMPTE,Résultats économiques des exploitations,2826,Les Dossiers,Les Dossiers,,
Garder,143,Dos6,Dos6,Rebasement de l'Ippap fruits et légumes (base 2005),,"Directement impliqué dans l’établissement des comptes de l’Agriculture, l’indice mensuel des prix des produits agricoles à la production (Ippap) mesure chaque mois l’évolution des prix perçus par les agriculteurs français pour les produits qu’ils livrent.",,NATIONAL,DOSSIERS,,PRIX|FRUIT|LEGUME,2005,PRIX,FRANCE,2009/11/01 00:00,,0.1,6,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos6/detail/,,,,2009/11/01 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos6.pdf\""}]",,0,,"Prix, coûts de production|Fruits et légumes",COUTPRIX|FRUILEG,"Prix, coûts de production",2648,Les Dossiers,Les Dossiers,,
Garder,376,Dos7,Dos7,Rapports présentés à la Commission des comptes de la Nation - Session du 14 décembre 2009,Les comptes prévisionnels de l'agriculture française pour 2009,Le compte prévisionnel de l'agriculture française pour 2009. Résultats économiques des exploitations en 2008.,,NATIONAL,DOSSIERS,,COMPTES|RESECO|AIDE,2009,,FRANCE,2010/01/01 00:00,2020/03/13 14:35,0.3,7,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos7/detail/,,,,2010/01/01 00:00,"[{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos7_rica2008.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos7_categ-expl.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos7_compterendu.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos7_concours.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos7.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos7_comptesocial.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos7_compteprevision.pdf\""}]",,0,,"Résultats économiques des exploitations|Aides, PAC, Politiques publiques",RESECOMPTE|AIDPOLITIQ,Résultats économiques des exploitations,1097,Les Dossiers,Les Dossiers,,
Garder,1306,Dos8,Dos8,Pratiques culturales 2006,,"Les enquêtes sur les pratiques culturales en grandes cultures et prairies décrivent les interventions des exploitants agricoles sur leurs parcelles entre une récolte et la suivante : travail du sol, semences utilisées, engrais épanduset traitements phytosanitaires. Ces enquêtes permettent notamment d’éclairer l’impact des pratiques agricoles sur l’environnement.",,NATIONAL,DOSSIERS,,AUTPRA|RESECO|FRUIT|TOUTCULT|STATUT|LEGUME|VITI|FERTI|FOURRAGE|GC|TAILLE|HORTI|SOCIO|TISSU|COMPTES|BIO|AIDE|RESFOR|PROT|EXFOSCI|IAAECO|AUTANI,2006,PRAIRIE,FRANCE,2010/07/01 00:00,,0.1,8,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos8/detail/,,,,2010/07/01 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos8.pdf\""}]",,0,,"Pratiques culturales|Résultats économiques des exploitations|Fruits et légumes|Toutes cultures, productions végétales|Exploitations, spécialisation|Viticulture|Fourrages et prairies|Grandes cultures|Autres cultures|Population agricole, emploi|Industries agro-alimentaires (IAA)|Sol|Aides, PAC, Politiques publiques|Forêts, bois et dérivés|Résultats économiques des IAA|Autres animaux et productions animales",PRACULT|RESECOMPTE|FRUILEG|TOUTCULT|EXPLOITSPEC|VITI|FOURRAGE|GC|AUTRCULT|POPAGREMP|IAA|SOLBIODIV|AIDPOLITIQ|BOIS|IAAECO|AUTANI,Pratiques culturales,521,Les Dossiers,Les Dossiers,,
Garder,60,Dos9,Dos9,Résultats économiques des exploitations agricoles en 2008 : Situation financière et disparité des résultats économiques des exploitations,,"En 2008, les exploitations couvertes par le Réseau d’information comptable agricole (RICA) enregistrent une baisse de 23,2 % en valeur réelle du résultat courant avant impôts. La baisse est générale mais plus ou moins marquée selon les orientations. Le RCAI s’élève à 32 600 euros en moyenne en 2008, année marquée par de fortes disparités. La hausse exceptionnelle du prix du baril de pétrole pèse fortement sur les charges des agriculteurs, de façon directe par le fioul et indirecte par les engrais et amendements.",,NATIONAL,DOSSIERS,,RESECO,2008,,FRANCE,2010/09/01 00:00,2022/07/28 11:42,0.2,9,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Dos9/detail/,,,,2010/09/01 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2019-02-27T00:00:00.000Z\""\,\""Fichier\"":\""Dos9.pdf\""}]",,0,,Résultats économiques des exploitations,RESECOMPTE,Résultats économiques des exploitations,2827,Les Dossiers,Les Dossiers,,
Garder,1073,infographie-2024-1,Infographie-2024-1,Chiffres clés sur les bassins viticoles,"Infographie, Recensement agricole 2020"," À l'occasion du 45e congrès mondial de la vigne et du vin et du centenaire de l'Organisation Internationale de la Vigne et de Vin (OIV), le SSP présente ici un aperçu statistique de ce secteur d'activité ","[{nom_auteur=(SSP), prenom_auteur=Service de la statistique et de la prospective }, {nom_auteur=SRISE Bourgogne-Franche-Comté}]",CHCLE,STATPUB,,VITI,2020,,FRANCE|VITI,2024/12/06 00:00,2024/12/31 12:46,0.14,2024-1,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Infographie-2024-1/detail/,,,,2024/12/06 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""\""\,\""Fichier\"":\""infographie_congres_mondial_vigne_vin_2024_FRANCAIS.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""\""\,\""Fichier\"":\""congres_mondial_vigne_vin_2024_Chiffres-clés_Version française_VD.pdf\""}]",,0,,Viticulture,VITI,Viticulture,3395,Deux minutes pour comprendre,Deux minutes pour comprendre,Deux minutes pour comprendre,
Garder,328,Infographie-2024-1-en,Infographie-2024-1-en,Key figures on the wine-growing areas,"Infographic, 2020 Agricultural Census","On the occasion of the 45th World Vine and Wine Congress and the centenary of the International Organization of Vine and Wine (OIV), the SSP presents here a statistical overview of this sector of activity","[{nom_auteur=(SSP), prenom_auteur=Department of Statistics and Foresight Analysis}, {nom_auteur=SRISE Bourgogne-Franche-Comté}]",PUBENGL,STATPUB,,VITI,2020,,FRANCE|VITI,2024/12/19 00:00,2024/12/31 12:47,0.5,2024-1-en,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Infographie-2024-1-en/detail/,,,,2024/12/19 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-12-19T13:18:40.617Z\""\,\""Fichier\"":\""infographie_congres_mondial_vigne_vin_2024_EN.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-12-19T13:18:40.617Z\""\,\""Fichier\"":\""congres_mondial_vigne_vin_2024_Chiffres-cles_EN_VD.pdf\""}]",,0,,Viticulture,VITI,Viticulture,3396,Autres (Stat publique),Autres Collections - Statistique Publique,Autres Collections - Statistique Publique,
Garder,5624,Infographie-2025-2,Infographie-2025-2,Salon international de l'Agriculture - Découvrez toutes les infographies,SIA 2025 - Porte de Versailles du 22 février au 2 mars 2025,"Depuis un demi-siècle, le Salon International de l’Agriculture rassemble chaque année tous les acteurs du monde agricole : éleveurs, producteurs, régions, organisations et syndicats professionnels, ministères et organismes publics ou instituts de recherche, chacun contribue à présenter les différentes facettes du secteur agricole et agroalimentaire, de ses métiers, de ses évolutions et de ses perspectives. Pour la première fois en 2025, un pays sera à l’honneur au SIA aux côtés de la France : le Maroc.","[{nom_auteur= , prenom_auteur= , Structure=Service de la Statistique et de la Propective (SSP)}]",CHCLE,STATPUB,,GRAMEM,2023|2024|2020,,PAYS|FRANCE,2025/02/21 00:00,2025/03/06 10:09,0.11,2025-2,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Infographie-2025-2/detail/,,,,2025/02/27 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-02-20T15:32:22.277Z\""\,\""Fichier\"":\""Chiffres-cles-2024_version_francaise_SIA2025.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-02-20T15:32:22.277Z\""\,\""Fichier\"":\""Femmes-exploitantes_SIA2025.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-02-20T15:32:22.277Z\""\,\""Fichier\"":\""Age-des-exploitants_devenir-des-exploitations_SIA2025.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-02-20T15:32:22.277Z\""\,\""Fichier\"":\""Maroc-invite-d-honneur_SIA2025.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-02-20T15:32:22.277Z\""\,\""Fichier\"":\""Les-publications-Agreste.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-02-21T19:37:27.415Z\""\,\""Fichier\"":\""Chiffres- cles_version_francaise_SIAL2025-2pages.pdf\""}]",,0,,Données de cadrage,GRAMEM,Données de cadrage,1708,Chiffres clés,Chiffres clés,Chiffres clés - Infographie,
Garder,2288,Infographie-2025-2-en,Infographie-2025-2-en,Paris International Agricultural Show - Discover all the infographics,"SIA 2025 - Paris, Porte de Versailles from February 22 to March 2, 2025","For half a century, the ""Salon International de l'Agriculture"" has brought together every year all the players in the world of agriculture: breeders, producers, regions, professional organizations and unions, ministries and public bodies, and research institutes, each contributing to presenting the different facets of the agricultural and agri-food sector, its professions, developments and prospects. For the first time in 2025, a country will be honored at the SIA alongside France: Morocco.","[{nom_auteur= , prenom_auteur= , Structure=Service de la Statistique et de la Propective (SSP)}]",PUBENGL,STATPUB,,GRAMEM,2023|2024|2020,,PAYS|FRANCE,2025/02/21 00:00,2025/03/06 10:09,0.6,2025-2-en,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Infographie-2025-2-en/detail/,,,,2025/02/27 00:00,"[{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-02-21T07:17:23.799Z\""\,\""Fichier\"":\""Femmes-exploitantes_SIA2025.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-02-21T07:17:23.799Z\""\,\""Fichier\"":\""Age-des-exploitants_devenir-des-exploitations_SIA2025.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-02-21T07:33:17.142Z\""\,\""Fichier\"":\""Key-figures-2024_English-version_SIA2025.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-02-21T07:50:05.626Z\""\,\""Fichier\"":\""Food-trade-between-France-and-Morocco.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-02-21T19:50:28.761Z\""\,\""Fichier\"":\""Key-figures-2024_English-version_SIA2025-2pages.pdf\""}]",,0,,Données de cadrage,GRAMEM,Données de cadrage,1709,Chiffres clés,Chiffres clés,Chiffres clés - Infographie,
Garder,47,Infographie-2026-1,Infographie-2026-1,Salon international de l'Agriculture 2026 - Souveraineté alimentaire,SIA 2026 - Porte de Versailles du 21 février au 1er mars 2026,"Depuis plus de 60 ans, le Salon international de l’Agriculture rassemble chaque année tous les acteurs du monde agricole : éleveurs, producteurs, régions, organisations et syndicats professionnels, ministères et organismes publics ou instituts de recherche, chacun contribue à présenter les différentes facettes du secteur agricole et agroalimentaire, de ses métiers, de ses évolutions et de ses perspectives. Le SSP apportera cette année un éclairage sur la souveraineté alimentaire.",[{Structure=Service de la Statistique et de la Propective (SSP)}],CHCLE,STATPUB,,GRAMEM,2023|2025|2024|2020,,PAYS|FRANCE,2026/02/24 00:00,2026/02/24 15:10,0.16,2026-2,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/Infographie-2026-1/detail/,,,,2026/02/24 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-17T14:58:43.083Z\""\,\""Fichier\"":\""Chiffres-cles_2025_SIA-2026.pdf\""},{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2026-02-17T14:58:43.083Z\""\,\""Fichier\"":\""Flyer-Agreste-SIA-2026-Format_A5.pdf\""}]",,0,,Données de cadrage,GRAMEM,Données de cadrage,1710,Chiffres clés,Chiffres clés,Chiffres clés - Infographie,
Garder,432,LetConj2001,LetConj2001,"Dès février 2020, la crise du coronavirus en Chine pèse sur les prix des produits agricoles à la production",,"Dès février 2020, les marchés mondiaux des produits agricoles reflètent les premières inquiétudes des acteurs des différents filières face aux menaces que fait peser le coronavirus sur la demande et les flux d’échanges mondiaux.","[{nom_auteur=Delort, prenom_auteur=Annie, Structure=SSP}]",NATIONAL,LETTRE,,TOUTCULT|TOUTCHEP|PRIX,2020|2019,,FRANCE,2020/04/30 13:57,2020/04/30 13:57,0.4,2020-1,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/LetConj2001/detail/,,,,2020/04/30 13:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-04-29T16:08:08.502Z\""\,\""Fichier\"":\""Lettre_conjoncture_Avril_2020.pdf\""}]",,0,,"Toutes cultures, productions végétales|Tous animaux, productions animales|Prix, coûts de production",TOUTCULT|TOUTCHEP|COUTPRIX,"Prix, coûts de production",3140,Conjoncture,Lettre de conjoncture,,
Garder,467,LetConj2002,LetConj2002,"En mai 2020, après les hausses en mars et avril, les prix à la production des produits agricoles baissent sur un mois",,"Après un décrochage dès février 2020 au moment des premiers effets de la crise sanitaire sur les marchés des matières premières, l’ensemble des prix à la production des produits agricoles perçus par les agriculteurs s’oriente à la hausse en mars (+ 1,3 %) et avril (+ 0,7 %), avant de reculer en mai (- 1,7 %). Sur un an, la hausse des prix ralentit : + 0,7 % en mai, après + 2,2 % en avril et mars. Le dynamisme de la demande internationale en céréales et la reprise progressive de la demande en pétrole et en bio-carburants soutiennent les prix des grandes cultures. La filière fruits et légumes reste sous tension en mai. Sur le marché des vins, la crise du coronavirus vient s’ajouter à des difficultés déjà existantes à l’exportation. Malgré un rebond des prix des bovins et des ovins en mai et des abattages globalement limités, les cours des productions animales pâtissent toujours d’une consommation insuffisante (hormis les oeufs). Les producteurs de lait cherchent à contenir la production en lien avec le ralentissement des exportations de produits laitiers. En recul depuis le début de l’année, les prix d’achat des intrants utilisés par les producteurs se stabilisent en mai, tout en diminuant sur un an.","[{nom_auteur=Delort, prenom_auteur=Annie, Structure=SSP}]",NATIONAL,LETTRE,,GRAMEM,2020,,FRANCE,2020/07/08 16:00,2020/07/08 16:00,0.1,2020-2,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/LetConj2002/detail/,,,,2020/07/08 16:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-07-07T09:09:12.773Z\""\,\""Fichier\"":\""Lettre_conjoncture_T2_2020.pdf\""}]",,0,,Données de cadrage,GRAMEM,Données de cadrage,1711,Conjoncture,Lettre de conjoncture,,
Garder,274,LetConj2003,LetConj2003,Eté 2020 : entre reprise d'activité très nette dans la plupart des secteurs de production animale et fort recul des récoltes céréalières,,"Après les baisses enregistrées depuis la sortie de confinement, les prix à la production des produits agricoles se stabilisent en août. Sur un an, ils sont légèrement supérieurs à ceux de 2019 (+ 0,4 %). Ces évolutions s’inscrivent dans un contexte où la consommation hors foyer a repris progressivement pendant l’été, même si certains niveaux de consommation ou d’échanges n’ont pas retrouvé les niveaux d’avant le confinement. La filière fruits et légumes reste sous tension, la demande étant au rendez-vous alors que l’offre a été précoce mais plutôt limitée. Les récoltes céréalières sont en net recul sous l’effet d’une météo contraire depuis les semis, mais bénéficient d’une relative fermeté des prix, tout comme les oléagineux. Les abattages de gros animaux se redressent, notamment pour les bovins, et les prix sont plutôt haussiers sur les trois mois d’été même si les cours des porcins continuent de peser sur l’évolution sur un an des prix du bétail. La filière lait renoue avec la hausse de la collecte et bénéficie d’une demande intérieure comme extérieure qui limite la baisse des prix du lait. Les prix d’achat des intrants utilisés par les producteurs se stabilisent en juillet et août, tout en diminuant sur un an.","[{nom_auteur=Delort, prenom_auteur=Annie, Structure=SSP}]",NATIONAL,LETTRE,,TOUTCHEP|TOUTCULT|PRIX,2020,,FRANCE,2020/10/15 16:00,2020/10/15 16:00,0.1,2020-3,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/LetConj2003/detail/,,,,2020/10/15 16:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2020-10-14T20:22:37.310Z\""\,\""Fichier\"":\""Lettre_conjoncture_T3_2020.pdf\""}]",,0,,"Tous animaux, productions animales|Toutes cultures, productions végétales|Prix, coûts de production",TOUTCHEP|TOUTCULT|COUTPRIX,"Prix, coûts de production",3117,Conjoncture,Lettre de conjoncture,,
Garder,765,LetConj2101,LetConj2101,"En 2021, les prix à la production augmentent, dans un contexte de restrictions sanitaires et de hausse du coût des intrants",,"Après avoir baissé en décembre,  les prix à la production des produits agricoles augmentent en janvier et février 2021, à la fois sur un mois et par rapport à l’année précédente. Certains prix sont en forte hausse : c’est le cas des prix des céréales et des oléagineux, en lien avec la forte demande de la Chine, des prix des fruits frais, et, dans une moindre mesure, des légumes, et des viandes issues des gros animaux, sur fond de fermeture de la restauration hors foyer. Les prix du porc semblent se stabiliser, à un niveau proche de ceux de début 2019, en lien avec la  résorption  des  stocks  européens.  Une  amélioration  de  la  commercialisation  et  des perspectives accompagne un rebond des prix des vins AOP et IGP depuis le début de l’année. Le prix du lait à la production n’enregistre pas encore l’orientation à la hausse des prix des produits laitiers industriels observée depuis la fin 2020. Sous l’effet d’une hausse des prix des matières premières et de l’énergie depuis l’automne 2020, le coût des intrants s’accroît et pèse sur la rentabilité des élevages. En janvier et février, il devient même supérieur à celui de 2020.","[{nom_auteur=Delort, prenom_auteur=Annie, Structure=SSP - Bureau des Synthèses Statistiques Conjoncturelles}]",NATIONAL,LETTRE,,TOUTCULT|TOUTCHEP|PRIX,2021,,FRANCE,2021/04/08 14:00,2021/04/08 16:00,0.4,2021-1,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/LetConj2101/detail/,,,,2021/04/08 14:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-11-26T16:23:16.470Z\""\,\""Fichier\"":\""Lettre de conjoncture_T1- 2021.pdf\""}]",,0,,"Toutes cultures, productions végétales|Tous animaux, productions animales|Prix, coûts de production",TOUTCULT|TOUTCHEP|COUTPRIX,"Prix, coûts de production",3141,Conjoncture,Lettre de conjoncture,,
