disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:date_modification,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:donnees,trouvé Estelle ?,A
IraGcu21090,Grandes cultures. Rebond de la moisson 2021 de céréales à paille et de protéagineux,"Estimation des surfaces et productions 2021 céréales à paille, oléagineux, protéagineux et betteraves","Selon les estimations au 1er juillet 2021, la récolte de céréales à paille dépasserait 53 Mt, soit près de 10 Mt de plus qu’en 2020. La production de blé tendre atteindrait 37,1 millions de tonnes. Elle serait en forte augmentation sur un an (+ 27,1 %) et par rapport à la moyenne 2015-2019 (+ 11,2 %). Le rendement du blé tendre est estimé à 75,1 q/ha contre 68,5 q/ha en 2020 et dépasse la moyenne 2016-2020 et les surfaces progressent de 16 % en un an. La récolte de blé dur est elle aussi en hausse, de 24 % en un an, sous l’effet d’une hausse de la sole et des rendements. La production d’orges progresserait à 11,3 millions de tonnes (+ 0,9 Mt sur un an) grâce à la forte hausse des rendements et malgré un recul des surfaces d’orges de printemps. La production de protéagineux dépasserait, pour la 1ère fois depuis 2010, 1,1 Mt (+ 46,7 % sur un an) avec une nette progression des rendements. Les surfaces de colza passent en dessous du million d’hectares et la production est estimée à un peu moins de 3 Mt. Les surfaces de betteraves industrielles et des pommes de terre de conservation et de demi-saison reculent respectivement de 3,1 % et de 3,8 %.","[{nom_auteur=Pognat, prenom_auteur=Jean-Michel, Structure=SSP}]",NATIONAL,INFGC,GC,2021,,FRANCE,2021/07/12 12:00,2021/07/12 12:00,0.2,2021/07/12 12:00,2021-90,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu21090/detail/,3,"[""2021_90inforapgdescultures.pdf"", ""2021_90donneesdeptgrandescultures.xls"", ""2021_90donneesgrandescultures.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21090/2021_90inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21090/2021_90donneesdeptgrandescultures.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21090/2021_90donneesgrandescultures.xls""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-07-12T07:40:51.323Z\""\,\""Fichier\"":\""2021_90inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2021-07-12T07:40:51.323Z\""\,\""Fichier\"":\""2021_90donneesdeptgrandescultures.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2021-07-12T07:40:51.323Z\""\,\""Fichier\"":\""2021_90donneesgrandescultures.xls\""}]",COMPLEMENT-Irap,
IraGcu21136,Grandes cultures. Céréales et oléagineux : de très bons rendements en 2021,"Estimation des surfaces et productions 2021 céréales, oléagineux, protéagineux et betteraves","Au 1er octobre 2021, la production de blé tendre est estimée à 35,2 millions de tonnes (Mt), chiffre revu à la baisse par rapport aux précédentes estimations (36,1 Mt au 01/09 et 36,7 Mt au 01/08). Il en est de même        au 01/10, et celle des protéagineux, estimée à 0,9 Mt au 01/10. Ces révisons ne remettent cependant pas en cause la forte hausse des récoltes de céréales (+14,8 %) par rapport à 2020. Si les pluies estivales ont altéré le rendement des céréales à paille, elles ont favorisé par ailleurs les récoltes de maïs, tournesol et betteraves industrielles. La production de maïs est ainsi estimée à 14,2 Mt au 01/10 contre 13,3 Mt au 01/09. Le rendement du tournesol augmenterait de 33,0 % par rapport à 2020 et de 21,4 % par rapport à la moyenne 2016-2020  2000. La récolte betteravière atteindrait 34 Mt, en hausse de 29,6 % par rapport à 2020, mais en retrait de 8,3 % par rapport à la moyenne 2016-2020.","[{nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INFGC,GC,2021,,FRANCE,2021/10/12 12:00,2021/10/12 12:00,0.3,2021/10/12 12:00,2021-136,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu21136/detail/,3,"[""2021_136inforapgdescultures.pdf"", ""2021_136donneesdeptgrandescultures.xlsx"", ""2021_136donneesgrandescultures.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21136/2021_136inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21136/2021_136donneesdeptgrandescultures.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21136/2021_136donneesgrandescultures.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-10-11T19:52:45.316Z\""\,\""Fichier\"":\""2021_136inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2021-10-11T19:52:45.316Z\""\,\""Fichier\"":\""2021_136donneesdeptgrandescultures.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2021-10-11T19:52:45.316Z\""\,\""Fichier\"":\""2021_136donneesgrandescultures.xlsx\""}]",COMPLEMENT-Irap,
IraGcu21149,Grandes cultures. Cultures d’automne : des rendements 2021 en forte hausse,"Estimation des surfaces et productions 2021 céréales, oléagineux, protéagineux et betteraves","Selon les estimations au 1er novembre 2021, la production de blé tendre s’établirait à 35,5 millions de tonnes (Mt), en augmentation de 6,3 Mt en un an et de 2,1 Mt par rapport à la moyenne 2016-2020. Les productions d’orges et de blé dur seraient meilleures qu’en 2020 (+10,1 % et +20,3 %) mais resteraient inférieures à la moyenne des récoltes de 2016-2020 (-1,0 % et -6,5 %). La production de maïs est estimée à 14,8 Mt. Elle augmenterait de 9,4 % par rapport à 2020, avec un rendement en hausse de 23,5 % sur un an. La production de tournesol atteindrait un niveau record, avec 2 Mt. Son rendement (28,7 q/ha) serait un record (22,6 q/ha en moyenne sur 2016-2020). Les surfaces et productions de colza sont en net repli par rapport à la moyenne sur 5 ans (-27,6 % et -24,6 %) alors que les rendements sont en hausse (+4,2 %). La récolte betteravière est toujours estimée à 34 Mt, avec un rendement en hausse de 36,1 % par rapport au mauvais rendement de 2020 et de 2,8 % par rapport à la moyenne quinquennale.","[{nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INFGC,GC,2021,,FRANCE,2021/11/09 11:00,2021/11/09 11:00,0.1,2021/11/09 11:00,2021-149,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu21149/detail/,3,"[""2021_149inforapgdescultures.pdf"", ""2021_149donneesdeptgrandescultures.xlsx"", ""2021_149donneesgrandescultures.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21149/2021_149inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21149/2021_149donneesdeptgrandescultures.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21149/2021_149donneesgrandescultures.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2021-11-08T15:08:03.315Z\""\,\""Fichier\"":\""2021_149inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2021-11-08T15:08:03.315Z\""\,\""Fichier\"":\""2021_149donneesdeptgrandescultures.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2021-11-08T15:08:03.315Z\""\,\""Fichier\"":\""2021_149donneesgrandescultures.xlsx\""}]",COMPLEMENT-Irap,
IraGcu22015,"Grandes cultures. Semis d’hiver de la récolte 2022 : blés en baisse, orge d’hiver et colza en hausse",Estimation des surfaces 2022 céréales d'hiver et colza d'hiver,"En 2022, les surfaces de céréales d’hiver sont estimées à 6,7 millions d’hectares : elles sont en repli de 2,5 % par rapport à 2021 et seraient même en deçà de la moyenne 2017-2021 (-0,6 %). La surface de blé tendre reculerait de 0,2 Mha ; parmi les céréales d’hiver, seules les surfaces d’orges augmenteraient par rapport à 2021 (+4,6 %). Par ailleurs, la surface de colza d’hiver, estimée à 1,2 Mha, serait en hausse de 18,0 % par rapport à 2021. Concernant la récolte 2021, la production de maïs grain (y compris semences) est légèrement révisée à la baisse (15,3 millions de tonnes) alors que celle de maïs fourrage est révisée à la hausse (18,1 Mt). La production de tournesol s’établit à 1,9 Mt, estimation en légère baisse par rapport à celle de décembre. Le rendement des pommes de terre de conservation et demi-saison est réévalué à la hausse, portant la production à 6,7 Mt.","[{nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INFGC,GC,2022,,FRANCE,2022/02/10 13:00,2022/02/10 10:00,0.4,2022/02/10 13:00,2022-15,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu22015/detail/,3,"[""2022_15inforapgdescultures.pdf"", ""2022_15donneesdeptgrandesculturesV2.xlsx"", ""2022_15donneesgrandescultures.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22015/2022_15inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22015/2022_15donneesdeptgrandesculturesV2.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22015/2022_15donneesgrandescultures.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2022-02-15T14:11:05.915Z\""\,\""Fichier\"":\""2022_15inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2022-03-16T14:20:19.436Z\""\,\""Fichier\"":\""2022_15donneesdeptgrandesculturesV2.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2022-02-09T20:09:37.346Z\""\,\""Fichier\"":\""2022_15donneesgrandescultures.xlsx\""}]",COMPLEMENT-Irap,
IraGcu22125,Grandes cultures. Un mauvais millésime pour les cultures de printemps,"Estimation des surfaces et productions 2022 céréales, oléagineux, protéagineux, pommes de terre et betteraves","Au 1er octobre 2022, la récolte globale de céréales, estimée à 61,0 Mt, est bien moindre que celle de 2021 (67,7 Mt) et que la moyenne 2017-2021 (65,5 Mt). A l’exception des orges d’hiver, toutes les céréales subissent un recul de la production, en particulier le blé tendre (-4,8 %), le blé dur (-15,5 %) et les céréales de printemps. La production de maïs grain (hors semences) baisserait de 26,6 % sur un an, à 11,2 Mt : le rendement est révisé à la baisse, à 81,8 q/ha. La production de maïs fourrage serait de 14,3 Mt (-19,2 % sur un an). La récolte d’oléagineux est estimée à 6,8 Mt, en forte hausse (+18,5 %), tirée par le net rebond du colza (+36,3 %), alors que les récoltes de tournesol et de soja (respectivement estimées à 1,8 Mt et 0,4 Mt) sont en baisse sur un an : la hausse des surfaces ne suffit pas à compenser la baisse des rendements. La production de protéagineux s’établit à 0,7 Mt (-21,3 % sur un an et -16,5 % sur cinq ans). Le rendement des betteraves industrielles est réévalué à la baisse, à 81,9 t/ha, un niveau légèrement inférieur à la moyenne 2017-2021 (82,4 t/ha) et très en deçà de 2021 (85,5 t/ha). La production serait de 32,9 Mt (-4,2 % sur un an). La production de pommes de terre de conservation et demi-saison est estimée à 6,0 Mt (-9,0 % sur un an) ; le rendement serait de 39,2 t//ha (-10,7 % sur un an).","[{nom_auteur=Charrière, prenom_auteur=Perrine, Structure=SSP}]",NATIONAL,INFGC,GC,2022,,FRANCE,2022/10/11 12:00,2022/10/11 12:00,0.2,2022/10/11 11:16,2022-125,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu22125/detail/,3,"[""2022_125nforapgdescultures.pdf"", ""2022_125donneesdeptgrandescultures.xlsx"", ""2022_125donneesgrandescultures_nouvelles-regions.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22125/2022_125nforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22125/2022_125donneesdeptgrandescultures.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22125/2022_125donneesgrandescultures_nouvelles-regions.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2022-10-10T13:04:35.702Z\""\,\""Fichier\"":\""2022_125nforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2022-10-11T09:16:53.844Z\""\,\""Fichier\"":\""2022_125donneesdeptgrandescultures.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2022-10-11T09:16:53.844Z\""\,\""Fichier\"":\""2022_125donneesgrandescultures_nouvelles-regions.xlsx\""}]",COMPLEMENT-Irap,
IraGcu24142,"Grandes cultures. Une production de maïs toujours attendue en hausse, avec des rendements contrastés selon les départements","Estimation des surfaces et productions 2024 céréales, oléagineux, protéagineux, pommes de terre et betteraves industrielles.","En retard sur le calendrier habituel, la moisson de maïs grain (y.c semences) se poursuit et s'établirait à 14,6 millions de tonnes (Mt), malgré les conditions humides de récolte. Elle serait supérieure de 10% à la moyenne quinquennale, mais avec des évolutions de rendement très contrastées selon les départements. La récolte de sorgho est attendue en forte hausse à 0,52 Mt, grâce à l'augmentation des surfaces cultivées qui ont presque doublé. La production de tournesol est revue légèrement à la baisse à 1,7 Mt, en net recul par rapport à la très bonne récolte 2023. La teneur en sucre des betteraves pourrait limiter la production, estimée actuellement à 33,7 Mt. La récolte de pommes de terre de conservation et demi-saison serait au plus haut depuis trente ans, à 7,6 Mt.","[{nom_auteur=CARAY, prenom_auteur=Jérôme, Structure=SSP}]",NATIONAL,INFGC,GC,2024,,FRANCE,2024/11/12 10:00,2024/11/12 10:00,0.1,2024/11/12 10:00,2024-142,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu24142/detail/,4,"[""2024_142inforapgdescultures.pdf"", ""2024_142figuresgrandescultures.xlsx"", ""2024_142donnees_grandescultures_departements.xlsx"", ""2024_142donnees_grandescultures_regions.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24142/2024_142inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24142/2024_142figuresgrandescultures.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24142/2024_142donnees_grandescultures_departements.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24142/2024_142donnees_grandescultures_regions.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-12T08:43:37.117Z\""\,\""Fichier\"":\""2024_142inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-12T08:43:37.117Z\""\,\""Fichier\"":\""2024_142figuresgrandescultures.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-12T08:43:37.117Z\""\,\""Fichier\"":\""2024_142donnees_grandescultures_departements.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-12T08:43:37.117Z\""\,\""Fichier\"":\""2024_142donnees_grandescultures_regions.xlsx\""}]",COMPLEMENT-Irap,
IraGcu24163,Grandes cultures. Céréales d’hiver pour 2025 : rebond limité des surfaces,Estimation des surfaces 2025 des semis des cultures d'hiver,"Une météo plus clémente en novembre a permis d’accélérer les récoltes d’automne et le semis des céréales d’hiver, qui atteindraient 6,3 millions d’hectares (Mha). Les superficies semées augmenteraient sur un an, sauf pour l’orge et le blé dur, mais resteraient toutefois inférieures aux moyennes quinquennales. La surface de blé dur d’hiver, à 0,2 Mha, atteindrait son plus bas niveau depuis trente ans. Du côté des dernières récoltes 2024, la production de betteraves est révisée à la baisse en raison d’une faible richesse en sucre qui pénalise le rendement. Elle atteindrait 32,4 millions de tonnes (Mt) en 2024, en hausse sur an (+2,2 %) du fait de la hausse des surfaces. La récolte de tournesol en 2024 est elle aussi revue à la baisse, à 1,5 Mt, en recul de 12% par rapport à la moyenne quinquennale. A contrario, l’excellente récolte de pommes de terre de conservation se confirme (+15 % sur un an), et celle de maïs (y compris semences) avoisine les 15 Mt.","[{nom_auteur=CARAY, prenom_auteur=Jérôme, Structure=SSP}]",NATIONAL,INFGC,GC,2024,,FRANCE,2024/12/17 10:00,2024/12/17 10:00,0.1,2024/12/17 10:00,2024-163,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu24163/detail/,4,"[""2024_163inforapgdescultures.pdf"", ""2024_163figuresgrandescultures.xlsx"", ""2024_163donnees_grandescultures_departements.xlsx"", ""2024_163donnees_grandescultures_regions.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24163/2024_163inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24163/2024_163figuresgrandescultures.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24163/2024_163donnees_grandescultures_departements.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24163/2024_163donnees_grandescultures_regions.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-12-16T17:39:14.483Z\""\,\""Fichier\"":\""2024_163inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-12-16T17:39:14.483Z\""\,\""Fichier\"":\""2024_163figuresgrandescultures.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-12-16T17:39:14.483Z\""\,\""Fichier\"":\""2024_163donnees_grandescultures_departements.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-12-16T17:39:14.483Z\""\,\""Fichier\"":\""2024_163donnees_grandescultures_regions.xlsx\""}]",COMPLEMENT-Irap,
IraGcu25115,Grandes cultures. Les rendements 2025 du maïs et du tournesol impactés par les conditions climatiques de l’été,"Estimation des surfaces et productions 2025 de céréales, oléagineux, protéagineux, pommes de terre et betteraves industrielles.","Alors que les récoltes débutent pour les grandes cultures d’été, les prévisions de rendement du maïs grain et du tournesol sont revues à la baisse, conséquence des épisodes de canicule et de sécheresse de l’été. La production 2025 de maïs grain est attendue en recul de 8 % sur un an, à 13,6 Mt. Celle de tournesol, à 1,5 Mt, serait quasiment stable par rapport à la petite récolte 2024, et nettement inférieure à la moyenne quinquennale. La première estimation, avant récolte, de la production de betteraves industrielles est de 31,8 Mt, niveau légèrement supérieur à la moyenne quinquennale. La production de pommes de terre de conservation et demi saison atteindrait un nouveau record en 2025, avec la poursuite de la forte progression des surfaces cultivées.","[{nom_auteur=Caray, prenom_auteur=Jérôme, Structure=SSP}]",NATIONAL,INFGC,GC,2025,,FRANCE,2025/09/16 10:00,2025/09/29 16:50,0.1,2025/09/16 10:00,2025-115,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu25115/detail/,4,"[""2025_115inforapgdescultures.pdf"", ""2025_115figuresgrandescultures.xlsx"", ""2025_115donnees_grandescultures_departements.xlsx"", ""2025_115donnees_grandescultures_regions.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu25115/2025_115inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu25115/2025_115figuresgrandescultures.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu25115/2025_115donnees_grandescultures_departements.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu25115/2025_115donnees_grandescultures_regions.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-09-16T06:40:37.830Z\""\,\""Fichier\"":\""2025_115inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-09-16T06:40:37.830Z\""\,\""Fichier\"":\""2025_115figuresgrandescultures.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-09-16T06:40:37.830Z\""\,\""Fichier\"":\""2025_115donnees_grandescultures_departements.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-09-16T06:40:37.830Z\""\,\""Fichier\"":\""2025_115donnees_grandescultures_regions.xlsx\""}]",COMPLEMENT-Irap,
IraGcu25166,Grandes cultures. Surfaces des cultures d’hiver en hausse en 2026 et relèvement des prévisions sur les récoltes d’automne 2025,Estimation des surfaces semées des cultures d'hiver de la campagne 2025-2026,"En 2026, les surfaces de céréales d’hiver progresseraient de 2,3 % sur un an, à 6,4 millions d’hectares (Mha) mais seraient en retrait de près de 2 % par rapport à la moyenne des années 2021 à 2025. Les surfaces de colza augmenteraient plus fortement (+ 6,4 % sur un an), retrouvant à 1,34 Mha leur niveau de 2023. À ce stade de la campagne 2026, les conditions de cultures sont globalement meilleures que l’année dernière. Du côté des dernières récoltes de 2025, la production de maïs grain est revue un peu à la hausse à 13,6 millions de tonnes (Mt) en raison de rendements supérieurs à ceux attendus en Normandie et Champagne-Ardenne. En baisse de plus de 8 % sur un an, elle se situerait dans la moyenne 2020-2024. Les bonnes conditions météorologiques en fin de campagne ont favorisé le rendement de la betterave (89,4 t/ha). La récolte attendue en France (35,5 Mt) progresserait de 9 % sur un an, contrairement à celle des principaux pays producteurs européens qui ont davantage réduit leurs surfaces cultivées.","[{nom_auteur=Caray, prenom_auteur=Jérôme, Structure=SSP}]",NATIONAL,INFGC,GC,2025,,FRANCE,2025/12/16 10:00,2025/12/16 10:00,0.1,2025/12/16 10:00,2025-166,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu25166/detail/,4,"[""2025_166inforapgdescultures.pdf"", ""2025_166figuresgrandescultures.xlsx"", ""2025_166donnees_grandescultures_departements.xlsx"", ""2025_166donnees_grandescultures_regions.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu25166/2025_166inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu25166/2025_166figuresgrandescultures.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu25166/2025_166donnees_grandescultures_departements.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu25166/2025_166donnees_grandescultures_regions.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-12-15T15:46:41.398Z\""\,\""Fichier\"":\""2025_166inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-12-15T15:46:41.398Z\""\,\""Fichier\"":\""2025_166figuresgrandescultures.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-12-15T15:46:41.398Z\""\,\""Fichier\"":\""2025_166donnees_grandescultures_departements.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-12-15T15:46:41.398Z\""\,\""Fichier\"":\""2025_166donnees_grandescultures_regions.xlsx\""}]",COMPLEMENT-Irap,
IraGcu2552,Recul en 2025 de la plupart des cultures de printemps et d’été après la hausse de l’an passé,Estimation des surfaces de semis pour la récolte 2025,"1,48 million d’hectares (Mha) de maïs grain seraient cultivés en France en 2025, une superficie en baisse d’environ 8 % sur un an après la forte hausse de l’an dernier. Lors de la campagne précédente, les conditions climatiques défavorables s’étaient en effet traduites par des reports des cultures d’hiver sur celles de printemps ou d’été, contrairement à cette année. Avec 0,67 Mha, les surfaces de tournesol seraient en net en recul (- 11 % sur un an) dans la plupart des grandes régions productrices. Le léger repli des surfaces de betterave reste à confirmer. Les surfaces dédiées aux pommes de terre de conservation seraient stables sur un an.","[{nom_auteur=Caray, prenom_auteur=Jérôme, Structure=SSP}]",NATIONAL,INFGC,GC,2025,,FRANCE,2025/05/13 10:00,2025/05/13 10:00,0.1,2025/05/13 10:00,2025-52,https:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu2552/detail/,4,"[""2025_52inforapgdescultures.pdf"", ""2025_52figuresgrandescultures.xlsx"", ""2025_52donnees_grandescultures_departements.xlsx"", ""2025_52donnees_grandescultures_regions.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu2552/2025_52inforapgdescultures.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu2552/2025_52figuresgrandescultures.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu2552/2025_52donnees_grandescultures_departements.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu2552/2025_52donnees_grandescultures_regions.xlsx""]","[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2025-05-12T15:03:19.797Z\""\,\""Fichier\"":\""2025_52inforapgdescultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-05-12T15:03:19.798Z\""\,\""Fichier\"":\""2025_52figuresgrandescultures.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-05-12T15:03:19.798Z\""\,\""Fichier\"":\""2025_52donnees_grandescultures_departements.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2025-05-12T15:03:19.798Z\""\,\""Fichier\"":\""2025_52donnees_grandescultures_regions.xlsx\""}]",COMPLEMENT-Irap,
